image_id;image_path;label;generator;hand_anatomy;facial_consistency;text_readability;repeated_texture_patterns;object_boundary_consistency;background_coherence;annotator;notes
real_026;data/concepts/batches/batch_001/real/real_026.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_027;data/concepts/batches/batch_001/real/real_027.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_028;data/concepts/batches/batch_001/real/real_028.png;real;real_RAISE_1k;0;N/A;1;0;0;0;HM;
real_029;data/concepts/batches/batch_001/real/real_029.png;real;real_RAISE_1k;0;0;N/A;0;0;0;HM;
real_030;data/concepts/batches/batch_001/real/real_030.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_031;data/concepts/batches/batch_001/real/real_031.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_032;data/concepts/batches/batch_001/real/real_032.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_033;data/concepts/batches/batch_001/real/real_033.png;real;real_RAISE_1k;0;0;N/A;0;0;0;HM;
real_034;data/concepts/batches/batch_001/real/real_034.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_035;data/concepts/batches/batch_001/real/real_035.png;real;real_RAISE_1k;N/A;N/A;1;0;0;0;HM;
real_036;data/concepts/batches/batch_001/real/real_036.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_037;data/concepts/batches/batch_001/real/real_037.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_038;data/concepts/batches/batch_001/real/real_038.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_039;data/concepts/batches/batch_001/real/real_039.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_040;data/concepts/batches/batch_001/real/real_040.png;real;real_RAISE_1k;0;0;1;0;0;0;HM;
real_041;data/concepts/batches/batch_001/real/real_041.png;real;real_RAISE_1k;0;0;N/A;0;0;0;HM;
real_042;data/concepts/batches/batch_001/real/real_042.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_043;data/concepts/batches/batch_001/real/real_043.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_044;data/concepts/batches/batch_001/real/real_044.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_045;data/concepts/batches/batch_001/real/real_045.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_046;data/concepts/batches/batch_001/real/real_046.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_047;data/concepts/batches/batch_001/real/real_047.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_048;data/concepts/batches/batch_001/real/real_048.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_049;data/concepts/batches/batch_001/real/real_049.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_050;data/concepts/batches/batch_001/real/real_050.png;real;real_RAISE_1k;0;0;1;0;0;0;HM;
real_051;data/concepts/batches/batch_001/real/real_051.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_052;data/concepts/batches/batch_001/real/real_052.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_053;data/concepts/batches/batch_001/real/real_053.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_054;data/concepts/batches/batch_001/real/real_054.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_055;data/concepts/batches/batch_001/real/real_055.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_056;data/concepts/batches/batch_001/real/real_056.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_057;data/concepts/batches/batch_001/real/real_057.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_058;data/concepts/batches/batch_001/real/real_058.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_059;data/concepts/batches/batch_001/real/real_059.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_060;data/concepts/batches/batch_001/real/real_060.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_061;data/concepts/batches/batch_001/real/real_061.png;real;real_RAISE_1k;N/A;N/A;0;0;0;0;HM;
real_062;data/concepts/batches/batch_001/real/real_062.png;real;real_RAISE_1k;N/A;N/A;0;0;0;0;HM;
real_063;data/concepts/batches/batch_001/real/real_063.png;real;real_RAISE_1k;0;0;1;0;0;0;HM;
real_064;data/concepts/batches/batch_001/real/real_064.png;real;real_RAISE_1k;0;0;1;0;0;0;HM;
real_065;data/concepts/batches/batch_001/real/real_065.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_066;data/concepts/batches/batch_001/real/real_066.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_067;data/concepts/batches/batch_001/real/real_067.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_068;data/concepts/batches/batch_001/real/real_068.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_069;data/concepts/batches/batch_001/real/real_069.png;real;real_RAISE_1k;0;0;0;0;0;0;HM;
real_070;data/concepts/batches/batch_001/real/real_070.png;real;real_RAISE_1k;0;0;0;0;0;0;HM;
real_071;data/concepts/batches/batch_001/real/real_071.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_072;data/concepts/batches/batch_001/real/real_072.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_073;data/concepts/batches/batch_001/real/real_073.png;real;real_RAISE_1k;N/A;N/A;1;0;0;0;HM;
real_074;data/concepts/batches/batch_001/real/real_074.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_075;data/concepts/batches/batch_001/real/real_075.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_076;data/concepts/batches/batch_001/real/real_076.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_077;data/concepts/batches/batch_001/real/real_077.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_078;data/concepts/batches/batch_001/real/real_078.png;real;real_RAISE_1k;N/A;0;1;0;0;0;HM;
real_079;data/concepts/batches/batch_001/real/real_079.png;real;real_RAISE_1k;N/A;N/A;1;0;0;0;HM;
real_080;data/concepts/batches/batch_001/real/real_080.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_081;data/concepts/batches/batch_001/real/real_081.png;real;real_RAISE_1k;N/A;N/A;0;0;0;0;HM;
real_082;data/concepts/batches/batch_001/real/real_082.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_083;data/concepts/batches/batch_001/real/real_083.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_084;data/concepts/batches/batch_001/real/real_084.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_085;data/concepts/batches/batch_001/real/real_085.png;real;real_RAISE_1k;N/A;N/A;1;0;0;0;HM;
real_086;data/concepts/batches/batch_001/real/real_086.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_087;data/concepts/batches/batch_001/real/real_087.png;real;real_RAISE_1k;0;0;1;0;0;0;HM;
real_088;data/concepts/batches/batch_001/real/real_088.png;real;real_RAISE_1k;0;0;1;0;0;0;HM;
real_089;data/concepts/batches/batch_001/real/real_089.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_090;data/concepts/batches/batch_001/real/real_090.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_091;data/concepts/batches/batch_001/real/real_091.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_092;data/concepts/batches/batch_001/real/real_092.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_093;data/concepts/batches/batch_001/real/real_093.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_094;data/concepts/batches/batch_001/real/real_094.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_095;data/concepts/batches/batch_001/real/real_095.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_096;data/concepts/batches/batch_001/real/real_096.png;real;real_RAISE_1k;0;0;1;0;0;0;HM;
real_097;data/concepts/batches/batch_001/real/real_097.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_098;data/concepts/batches/batch_001/real/real_098.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_099;data/concepts/batches/batch_001/real/real_099.png;real;real_RAISE_1k;N/A;N/A;N/A;0;0;0;HM;
real_100;data/concepts/batches/batch_001/real/real_100.png;real;real_RAISE_1k;N/A;0;N/A;0;0;0;HM;
dalle2_001;data/concepts/batches/batch_001/synthetic/dalle2/dalle2_001.png;synthetic;dalle2;N/A;N/A;3;1;2;2;HM;The text around the card is heavily blurred and unreadable. The outlines of the card, the stand, and the structures in the background blend together or become distorted, making the scene spatially incoherent.
dalle2_002;data/concepts/batches/batch_001/synthetic/dalle2/dalle2_002.png;synthetic;dalle2;N/A;N/A;N/A;1;1;1;HM;
dalle2_003;data/concepts/batches/batch_001/synthetic/dalle2/dalle2_003.png;synthetic;dalle2;N/A;N/A;3;0;1;0;HM;The text is clearly distorted and forms a sequence of incoherent letters, despite the sharp typography.
dalle2_004;data/concepts/batches/batch_001/synthetic/dalle2/dalle2_004.png;synthetic;dalle2;N/A;N/A;N/A;2;1;1;HM;The leaf shapes repeat in a very regular way, with similar silhouettes and orientations, creating an obvious synthetic pattern.
dalle2_005;data/concepts/batches/batch_001/synthetic/dalle2/dalle2_005.png;synthetic;dalle2;N/A;N/A;N/A;2;2;2;HM;The flower clusters show a dense, artificial repetition. Several branches, logs, and outlines blend together ambiguously, making the spatial arrangement seem incoherent.
dalle2_006;data/concepts/batches/batch_001/synthetic/dalle2/dalle2_006.png;synthetic;dalle2;N/A;N/A;N/A;2;2;2;HM;The vegetation has a very uniform and repetitive texture across the entire slope. The ruins at the top have irregular outlines and blend into the terrain, while the white, detail-less sky reduces the overall coherence.
dalle2_007;data/concepts/batches/batch_001/synthetic/dalle2/dalle2_007.png;synthetic;dalle2;N/A;N/A;N/A;2;2;2;HM;Vegetation textures repeat unnaturally across the terrain, and several boundaries between the cliff, foliage, river, and distant plain appear smeared or poorly separated. The distant landscape and horizon also lack coherent depth and structure.
dalle2_008;data/concepts/batches/batch_001/synthetic/dalle2/dalle2_008.png;synthetic;dalle2;N/A;N/A;N/A;1;2;2;HM;Several playground structures and snow-covered objects have smeared or fused boundaries, especially around the slides and central figure. The background geometry and object relationships are spatially inconsistent.
dalle2_009;data/concepts/batches/batch_001/synthetic/dalle2/dalle2_009.png;synthetic;dalle2;N/A;N/A;N/A;1;3;2;HM;The rotor, tail, cabin, and landing-area boundaries are severely malformed or fused, making the aircraft structurally implausible. The surrounding grass and horizon also show weak spatial coherence.
dalle2_010;data/concepts/batches/batch_001/synthetic/dalle2/dalle2_010.png;synthetic;dalle2;N/A;N/A;0;3;2;1;HM;The tulip heads repeat with highly similar shapes, colors, and spacing across the entire bed, creating a severe synthetic pattern. Several flower and stem boundaries merge unnaturally, especially in the dense central area.
dalle2_011;data/concepts/batches/batch_001/synthetic/dalle2/dalle2_011.png;synthetic;dalle2;N/A;N/A;3;2;3;3;HM;Signage and storefront details collapse into illegible pseudo-text and repeated clutter. The building, terrace, reflection, and water boundaries merge severely, creating an impossible mirrored structure and incoherent spatial layout.
dalle2_012;data/concepts/batches/batch_001/synthetic/dalle2/dalle2_012.png;synthetic;dalle2;2;N/A;N/A;1;2;2;HM;The raised hands have unclear or fused fingers and anatomically awkward shapes. Umbrellas, background people, and street objects show distorted boundaries and inconsistent spatial structure.
dalle2_013;data/concepts/batches/batch_001/synthetic/dalle2/dalle2_013.png;synthetic;dalle2;N/A;N/A;2;1;3;2;HM;The partial text near the top is blurred and not reliably readable. The bus wheels, body panels, windows, and lower facade contain severe structural distortions and fused boundaries, while the building’s architectural geometry is inconsistent in several areas.
dalle2_014;data/concepts/batches/batch_001/synthetic/dalle2/dalle2_014.png;synthetic;dalle2;N/A;N/A;N/A;2;3;3;HM;Dense textures repeat and smear across the trees and structures. Object boundaries are severely fused, and the central building-like form lacks coherent geometry and depth.
dalle2_015;data/concepts/batches/batch_001/synthetic/dalle2/dalle2_015.png;synthetic;dalle2;N/A;N/A;N/A;1;3;2;HM;The metallic object has severely distorted and fused contours, with unclear separation between its seat, supports, and surrounding snow. Its overall structure is physically implausible and poorly integrated with the background.
dalle2_016;data/concepts/batches/batch_001/synthetic/dalle2/dalle2_016.png;synthetic;dalle2;N/A;N/A;N/A;1;2;2;HM;The hut and surrounding rock boundaries are somewhat distorted and blend unnaturally into the terrain. The mountain layers and foreground textures also show mild spatial inconsistency.
dalle2_017;data/concepts/batches/batch_001/synthetic/dalle2/dalle2_017.png;synthetic;dalle2;N/A;N/A;N/A;2;2;2;HM;The log ends repeat with unusually similar shapes and coloring, producing a synthetic texture pattern. Several logs, the purple container, and the cabin edges merge or deform, while the foreground wall and background trees have weak spatial coherence.
dalle2_018;data/concepts/batches/batch_001/synthetic/dalle2/dalle2_018.png;synthetic;dalle2;N/A;N/A;N/A;2;3;3;HM;Rocky textures and small clustered figures repeat unnaturally across the scene. The cliff, buildings, people, and shoreline have severely fused boundaries, while the overall spatial layout and scale relationships are highly incoherent.
dalle2_019;data/concepts/batches/batch_001/synthetic/dalle2/dalle2_019.png;synthetic;dalle2;N/A;N/A;N/A;2;2;2;HM;Snow and mountain textures repeat unnaturally across several slopes. The skiers and some terrain boundaries appear malformed or weakly separated, and the mountain layers show inconsistent depth and structure.
dalle2_020;data/concepts/batches/batch_001/synthetic/dalle2/dalle2_020.png;synthetic;dalle2;N/A;N/A;N/A;1;2;2;HM;The railing geometry contains warped joins and inconsistent thickness, especially where the horizontal bars meet the posts. The coastline, road, and cliff transitions also show mild spatial distortion and weak depth coherence.
dalle3_001;data/concepts/batches/batch_001/synthetic/dalle3/dalle3_001.png;synthetic;dalle3;1;1;N/A;1;1;1;HM;
dalle3_002;data/concepts/batches/batch_001/synthetic/dalle3/dalle3_002.png;synthetic;dalle3;N/A;N/A;N/A;2;2;2;HM;Ornamental arches, windows, and façade elements repeat with unusually uniform structure. Several architectural joins and curved glass sections are geometrically inconsistent, reducing overall spatial coherence.
dalle3_003;data/concepts/batches/batch_001/synthetic/dalle3/dalle3_003.png;synthetic;dalle3;1;1;N/A;3;2;2;HM;The statues repeat with highly similar faces, poses, clothing, and surface details across the display. Several hands, limbs, bases, and overlapping figures have fused or malformed boundaries, while scale and placement are inconsistently organized.
dalle3_004;data/concepts/batches/batch_001/synthetic/dalle3/dalle3_004.png;synthetic;dalle3;1;1;N/A;3;2;2;HM;The block structures, stair elements, and two statues repeat with extreme symmetry and near-identical detailing. Some fingers, feet, architectural joins, and stacked blocks have malformed or ambiguous boundaries, and the overall construction lacks fully coherent depth.
dalle3_005;data/concepts/batches/batch_001/synthetic/dalle3/dalle3_005.png;synthetic;dalle3;N/A;N/A;N/A;2;1;2;HM;The houses, trees, and roof details repeat with unusually uniform forms across the village. The mountain scale, glacier structure, and transitions between cliffs, forest, and settlement show clear spatial inconsistency.
dalle3_006;data/concepts/batches/batch_001/synthetic/dalle3/dalle3_006.png;synthetic;dalle3;N/A;N/A;N/A;2;2;2;HM;The tree trunks, snow bands, and branch structures repeat with unusually uniform shapes and spacing. Several branches, trunks, and architectural elements merge or terminate unnaturally, reducing spatial coherence.
dalle3_007;data/concepts/batches/batch_001/synthetic/dalle3/dalle3_007.png;synthetic;dalle3;1;1;3;3;2;2;HM;The inscription is malformed and unreadable. The umbrellas and crowd figures repeat excessively, while many people, architectural details, and object boundaries merge or distort, reducing spatial coherence.
dalle3_008;data/concepts/batches/batch_001/synthetic/dalle3/dalle3_008.png;synthetic;dalle3;N/A;N/A;N/A;3;1;1;HM;The swans repeat with highly similar neck shapes, poses, beaks, and facial markings across the flock, creating a severe synthetic pattern.
dalle3_009;data/concepts/batches/batch_001/synthetic/dalle3/dalle3_009.png;synthetic;dalle3;N/A;N/A;3;3;2;3;HM;The main title and smaller labels contain malformed pseudo-text and are not reliably readable. Buildings, roads, and architectural motifs repeat excessively, while the Colosseum-like structure and surrounding city layout have inconsistent geometry, scale, and spatial organization.
dalle3_010;data/concepts/batches/batch_001/synthetic/dalle3/dalle3_010.png;synthetic;dalle3;N/A;N/A;3;3;2;3;HM;The inscription-like panel contains unreadable pseudo-text. Architectural ornaments, statues, lights, and repeated arches are excessively duplicated, while the bridge and monumental gateway have implausible geometry and spatial organization.
dalle3_011;data/concepts/batches/batch_001/synthetic/dalle3/dalle3_011.png;synthetic;dalle3;N/A;N/A;2;2;2;2;HM;The washing-machine controls contain blurred, unreadable markings. Several fixtures and tiled surfaces show overly regular repetition, while the sink, washer, cabinetry, and wall geometry have mildly inconsistent joins and spatial relationships.
dalle3_012;data/concepts/batches/batch_001/synthetic/dalle3/dalle3_012.png;synthetic;dalle3;N/A;N/A;N/A;2;1;2;HM;Cloud formations and light-ray structures repeat with unusually similar shapes across the scene. The overall cloud layering and illumination are somewhat stylized and spatially inconsistent.
dalle3_013;data/concepts/batches/batch_001/synthetic/dalle3/dalle3_013.png;synthetic;dalle3;N/A;N/A;N/A;3;3;3;HM;The bridge supports and architectural beams repeat excessively with near-identical geometric elements. Multiple structural joins are impossible or fused, and the bridge, cliff, building, and valley have severely inconsistent scale and spatial relationships.
dalle3_014;data/concepts/batches/batch_001/synthetic/dalle3/dalle3_014.png;synthetic;dalle3;N/A;N/A;3;3;2;3;HM;The gravestone inscriptions are largely malformed or unreadable. The graves, monuments, and floral arrangements repeat excessively, while the cemetery, fortress-like building, mountains, and lighting have severely inconsistent scale and spatial relationships.
dalle3_015;data/concepts/batches/batch_001/synthetic/dalle3/dalle3_015.png;synthetic;dalle3;N/A;N/A;2;3;2;2;HM;The visible inscription is incomplete and not reliably readable. The fur grooves, decorative motifs, windows, and arches repeat excessively, while several sculptural and architectural joins appear fused or geometrically inconsistent.
dalle3_016;data/concepts/batches/batch_001/synthetic/dalle3/dalle3_016.png;synthetic;dalle3;N/A;N/A;N/A;3;2;2;HM;The flower shapes, petal structures, and fuzzy edge textures repeat excessively across the entire field. Many petals merge into neighboring flowers, and the dense scene has weak depth separation.
dalle3_017;data/concepts/batches/batch_001/synthetic/dalle3/dalle3_017.png;synthetic;dalle3;N/A;N/A;3;3;2;3;HM;The inscriptions contain malformed pseudo-text and are not reliably readable. Columns, windows, statues, and architectural ornaments repeat excessively, while the city layout combines inconsistent scales, perspectives, and structural relationships.
dalle3_018;data/concepts/batches/batch_001/synthetic/dalle3/dalle3_018.png;synthetic;dalle3;N/A;N/A;N/A;2;1;1;HM;The cypress trees and their reflections repeat with unusually similar shapes and spacing.
dalle3_019;data/concepts/batches/batch_001/synthetic/dalle3/dalle3_019.png;synthetic;dalle3;N/A;N/A;N/A;2;2;2;HM;The foliage, snow textures, and fine branch structures repeat with unusually uniform detail. The tree, bench, shoreline, and partially submerged objects show unclear boundaries and somewhat inconsistent spatial integration.
dalle3_020;data/concepts/batches/batch_001/synthetic/dalle3/dalle3_020.png;synthetic;dalle3;N/A;N/A;N/A;3;1;2;HM;The conifer shapes, rounded trees, and layered mountain silhouettes repeat with unusually uniform forms and spacing. The distant terrain and settlement layers show clear but not severe depth and scale inconsistencies.
firefly_001;data/concepts/batches/batch_001/synthetic/firefly/firefly_001.png;synthetic;firefly;1;N/A;N/A;2;2;2;HM;The foliage, planters, masonry, and paving show noticeably repeated textures. Several boundaries around the hands, shopping bags, plants, and distant pathway appear softened or fused, and the background depth is somewhat inconsistent.
firefly_002;data/concepts/batches/batch_001/synthetic/firefly/firefly_002.png;synthetic;firefly;N/A;N/A;3;2;2;2;HM;The sign contains malformed pseudo-text and is not readable. The door hardware, marble veining, and frame details repeat unnaturally, while several structural edges and perspective relationships are inconsistent.
firefly_003;data/concepts/batches/batch_001/synthetic/firefly/firefly_003.png;synthetic;firefly;0;0;N/A;1;1;1;HM;
firefly_004;data/concepts/batches/batch_001/synthetic/firefly/firefly_004.png;synthetic;firefly;N/A;N/A;N/A;3;2;2;HM;The lamps, decorative gold elements, curtain folds, and wall textures repeat excessively. Several fixture arms, hanging cords, and ornamental details overlap or merge ambiguously, reducing spatial coherence.
firefly_005;data/concepts/batches/batch_001/synthetic/firefly/firefly_005.png;synthetic;firefly;N/A;N/A;N/A;2;2;2;HM;The snow, rock faces, and tree patterns repeat with an overly uniform painted texture. Several mountain ridges and foreground slopes have softened or merged boundaries, and the depth relationships between peaks are somewhat inconsistent.
firefly_006;data/concepts/batches/batch_001/synthetic/firefly/firefly_006.png;synthetic;firefly;N/A;N/A;N/A;1;1;1;HM;The branches, fence details, and distant vegetation show mild repetition and slight boundary softness, but the overall scene remains largely coherent.
firefly_007;data/concepts/batches/batch_001/synthetic/firefly/firefly_007.png;synthetic;firefly;N/A;N/A;N/A;1;1;1;HM;The moss texture shows mild repetition, while the mountain contours are heavily blurred but remain broadly coherent as an out-of-focus background.
firefly_008;data/concepts/batches/batch_001/synthetic/firefly/firefly_008.png;synthetic;firefly;N/A;N/A;N/A;1;1;1;HM;The architectural edges and small decorative details show mild synthetic regularity, but the overall scene remains largely coherent.
firefly_009;data/concepts/batches/batch_001/synthetic/firefly/firefly_009.png;synthetic;firefly;N/A;N/A;N/A;3;3;3;HM;The wall and floor tiles repeat excessively with warped, inconsistent shapes. Multiple fixtures, pipes, mirrors, toilets, and wall boundaries merge or distort severely, creating an implausible bathroom layout.
firefly_010;data/concepts/batches/batch_001/synthetic/firefly/firefly_010.png;synthetic;firefly;2;2;3;1;3;1;HM;The person’s hand and face are heavily smeared and anatomically unclear. The inscription is malformed and unreadable, while the person’s body and clothing have severely fused boundaries.
firefly_011;data/concepts/batches/batch_001/synthetic/firefly/firefly_011.png;synthetic;firefly;N/A;N/A;N/A;1;1;1;HM;The flower, leaves, rocks, and blurred background remain largely coherent. Minor softness around some leaf edges and highlights appears consistent with shallow depth of field rather than severe structural distortion.
firefly_012;data/concepts/batches/batch_001/synthetic/firefly/firefly_012.png;synthetic;firefly;1;1;N/A;2;2;2;HM;The café furniture, windows, plants, and paving show noticeable repetition. Several people and distant storefront elements are blurred or partially fused, while some architectural lines and object placements are mildly inconsistent.
firefly_013;data/concepts/batches/batch_001/synthetic/firefly/firefly_013.png;synthetic;firefly;2;2;N/A;2;3;3;HM;Several people have malformed limbs, indistinct faces, and fused silhouettes. The concentric stairways, railings, paving, and distant buildings contain repeated and warped geometry, while the city layout and perspective become highly incoherent toward the horizon.
firefly_014;data/concepts/batches/batch_001/synthetic/firefly/firefly_014.png;synthetic;firefly;N/A;N/A;N/A;2;2;3;HM;The trees, vehicles, windows, and distant buildings show noticeable repetition and texture smearing. Several cars and roadside objects have distorted or fused boundaries, while the distant city skyline and road geometry become increasingly incoherent toward the horizon.
firefly_015;data/concepts/batches/batch_001/synthetic/firefly/firefly_015.png;synthetic;firefly;N/A;N/A;N/A;1;1;1;HM;The ivy leaves show mild repetition, but the window frame, foliage, lighting, and depth-of-field effects remain largely coherent.
firefly_016;data/concepts/batches/batch_001/synthetic/firefly/firefly_016.png;synthetic;firefly;N/A;N/A;2;2;2;2;HM;The clock face markings are malformed and not reliably readable. The brickwork, mountain textures, trees, and flower bands show noticeable repetition, while several roof, wall, lamp, and terrain boundaries appear softened or geometrically inconsistent.
firefly_017;data/concepts/batches/batch_001/synthetic/firefly/firefly_017.png;synthetic;firefly;N/A;N/A;N/A;2;2;2;HM;The golden foliage and fine branch textures repeat noticeably across many trees. Several branch clusters, sunlit leaves, and distant mountain features appear softly fused or painterly, with mild inconsistencies in depth and terrain structure.
firefly_018;data/concepts/batches/batch_001/synthetic/firefly/firefly_018.png;synthetic;firefly;N/A;N/A;N/A;1;2;2;HM;The camera-like device, tripod legs, cables, and reflections show some malformed or fused geometry. The mountain silhouettes and light rays are broadly coherent, though the foreground equipment and water interactions are physically inconsistent.
firefly_019;data/concepts/batches/batch_001/synthetic/firefly/firefly_019.png;synthetic;firefly;N/A;N/A;N/A;2;1;1;HM;The ivy leaves and window grids show noticeable repetition, but the building façade, foliage boundaries, perspective, and depth-of-field remain largely coherent.
firefly_020;data/concepts/batches/batch_001/synthetic/firefly/firefly_020.png;synthetic;firefly;N/A;N/A;N/A;2;2;2;HM;The place settings, utensils, woven mats, and chair details show noticeable repetition. Several table edges, chair legs, railing elements, and small decorative objects have softened or slightly fused boundaries, while the deck and distant landscape remain broadly coherent.
